canonical_name,description,display_name,evidence_type,id,kind,name,node_type,page,panel,pattern_id,score,source,status,test_code,text,trust
,,,interpretation,ev_cbc_011187_75ba864996,,,Evidence,2322,CBC,,3.25,harrison.pdf,,,"acute allergic and immune interstitial nephritis acute allergic or immune interstitial nephritis (ain) usually occurs 1 day to 2 weeks following exposure to an offending drug and may be associated with a rapid and potentially reversible loss of kidney function, which may occur in the setting of a change in dose or the restarting of a pre- viously used medication. associated glomerular proteinuria sometimes occurs with the use of nonsteroidal anti-inflammatory drugs (nsaids) or ampicillin. clinically, there may be fever, rash, and eosinophilia; the last is typical for certain penicillins, fluoroquinolones, and some biologic cancer drugs that act as checkpoint inhibitors (cpis) but is atypical for nsaids. patients who recover from cpi-induced acute kidney injury (aki) may be restarted on the inhibitor. the urinalysis usually shows pyuria and at times eosinophiluria, but the most characteristic cell types are activated t lymphocytes and plasma cells, along with some white blood cell casts. a cyto-centrifuged specimen containing the sediment within a small tube mounted per- pendicular to the slide, then stained with giemsa, best demonstrates these cell types.",1.0
,,,interpretation,ev_cbc_004311_8838d443b7,,,Evidence,821,CBC,,3.31,harrison.pdf,,,"dehydrated stomatocytosis (dhs; also referred to as xerocytosis) is a (usually compensated) macrocytic hemolytic disorder, with increased mchc (generally higher than 36 g/dl) associated with mild jaundice. mutations in either piezo1, encoding an ion channel activated by",1.0
,,,interpretation,ev_cbc_002964_62f719a591,,,Evidence,473,CBC,,2.7,harrison.pdf,,,"microcytosis is reflected by a lower than normal mcv (<80), whereas high values (>100) reflect macrocytosis. the mchc reflects defects in hemoglobin synthesis (hypochromia). auto- mated cell counters describe the red cell volume distribution width (rdw). the mcv (representing the peak of the distribution curve)",1.0
,,,interpretation,ev_cbc_004305_6a494a40bb,,,Evidence,820,CBC,,2.7,harrison.pdf,,,an increased mean corpuscular hemoglobin concentration (mchc >34) and increased red cell distribution width (rdw >14%) associated with normal or slightly decreased mcv on an ordinary blood count report should raise the suspicion of hs. the spleen plays a key role in hs through a dual mechanism.,1.0
,,,general,ev_cbc_001021_42eb41c356,,,Evidence,560,CBC,,1.89,clinical_hematology.pdf,,,"reproducible assays than the hematocrit when measured from an automated counter. the mcv is of great clinical utility in evaluating anemia according to red cell size (macrocytic, microcytic, and normocytic anemias), while the rbc count is useful in comparison of iron deficiency and thalassemia. the mch, which represents the average total hemoglobin content of the red cells, is highly dependent on cell size, while the mchc represents the average total hemoglobin concentration or degree of “redness” of the red cells.",0.95
,,,general,ev_cbc_002961_a3d6c5db9b,,,Evidence,473,CBC,,1.85,harrison.pdf,,,"splenomegaly and lymphadenopathy sug- gest an underlying lymphoproliferative disease, whereas petechiae suggest platelet dysfunction. past laboratory measurements are helpful to determine a time of onset. in the anemic patient, physical examination may demonstrate a forceful heartbeat, strong peripheral pulses, and a systolic “flow” murmur. the skin and mucous membranes may be pale if the hemoglobin is <8–10 g/dl (80–100 g/l). this part of the physical examination should focus on areas where vessels are close to the surface such as the mucous membranes, nail beds, and palmar creases. if the palmar creases are lighter in color than the surround- ing skin when the hand is hyperextended, the hemoglobin level is usually <8 g/dl (80 g/l). laboratory evaluation table 63-1 lists the tests used in the initial workup of anemia. a routine complete blood count (cbc) is required as part of the evaluation and includes the hemoglobin, hematocrit, and red cell indices: the mean cell volume (mcv) in femtoliters, mean cell hemoglobin (mch) in picograms per cell, and mean concentration of hemoglobin per volume of red cells (mchc) in grams per liter (non-si: grams per deciliter).",1.0
,,,,source:henry_pdf,pdf_book,henry.pdf,Source,,,,,,,,,
,,,interpretation,ev_biochem_000302_25a8501728,,,Evidence,278,BIOCHEM,,3.546,henry.pdf,,,"however, the criteria need to reflect the relatively large confidence intervals associated with a small number of observations. table 10-5 -- example of empirical acceptance criteria for deming regression parameters for agreement between results for approximately 10 patients' samples analyte slope (difference from 1.0) y-intercept (±) albumin 5% 0.3 g/dl alp 6% 20 u/l alt 6% 10 u/l amylase 6% 20 u/l ast 6% 10 u/l bilirubin, total 7% 0.2 mg/dl calcium, total 10% 1 mg/dl chloride 10% 15 mmol/l cholesterol 3% 10 mg/dl ck 6% 25 u/l co2 10% 3 mmol/l creatinine 5% 0.15 mg/dl ggt* 6% 10 u/l glucose 5% 5 mg/dl iron 5% 7 µg/dl lactate 5% 0.3 mg/dl ld 6% 25 u/l magnesium 10% 0.2 mg/dl phosphorus 5% 0.4 mg/dl potassium 6% 0.3 mmol/l protein, total 5% 0.3 g/dl",0.98
,,,interpretation,ev_biochem_000421_2772830193,,,Evidence,405,BIOCHEM,,3.546,henry.pdf,,,"the consumption of nadh, measured as decrease in absorbance at 340 nm, then measures the concentration of creatinine. creatinine can also be measured by converting creatinine to creatine by creatinine amidohydrolase. creatine is then hydrolysed by imidinohydrolase and sarcosine oxidase to produce hydrogen peroxide. in the presence of horseradish peroxidase, 2,4-dichlorophenolsulfonate is converted to a colorless polymer by hydrogen peroxide, and the concentration of the polymer is then measured at 510 nm. several substances such as ketones, glucose, fructose, protein, urea and ascorbic acid also react with picrate, and falsely increase creatinine concentration ( spencer, 1986 ; weber, 1991 ; kroll, 1983 ;",0.98
,,,interpretation,ev_biochem_000471_5895dac0f6,,,Evidence,418,BIOCHEM,,3.546,henry.pdf,,,"superacute development of hypokalemia usually suggests intracellular shift as the mechanism. the most common cause of extrarenal loss is diarrhea, which can be suspected by history and a low or negative urine anion gap (urine na+ + k+ - urine cl-); the normal urine anion gap is about 40 mmol/24 hours. intracellular shift is suggested by the history and clinical findings. if urinary excretion is normal or increased (urine k+ > 30 meq/day or 0.02 meq/mg of creatinine), the cause is renal loss. once a renal cause is suspected, the next step should be the measurement of pra and plasma aldosterone. high pra and high aldosterone suggest secondary hyperaldosteronism, which includes diuretic therapy, renal artery stenosis, malignant hypertension, renin-producing tumors, and hereditary defects in renal salt transport (bartter's syndrome and gitelman's syndrome). blood pressure would be normal in subjects with bartter's syndrome or gitelman's syndrome, and a normotensive person on diuretic",0.98
,,,interpretation,ev_biochem_000578_8397036c88,,,Evidence,453,BIOCHEM,,3.546,henry.pdf,,,"rutishauser j, kopp p, gaskill mb, et al: a novel mutation (r97c) in the neurophysin moiety of prepro-vasopressin-neurophysin ii associated with autosomal-dominant neurohypophyseal diabetes insipidus. saaresranta t, polo-kantola p, irjala k, et al: respiratory insufficiency in postmenopausal women: sustained improvement of gas exchange with short-term medroxyprogesterone acetate. sands jm, kokko jp: current concepts of the countercurrent multiplication system. schmidt-nielsen b: excretion in mammals: role of the renal pelvis in the modification of the urinary concentration and composition. schoenmakers ch, kuller t, lindemans j, blijenberg bg: automated enzymatic methods for creatinine measurement with special attention to bilirubin interference. schrier rw, berl t, anderson rj: osmotic and nonosmotic control of vasopressin release.",0.98
,,,interpretation,ev_biochem_001873_e8f4c9f504,,,Evidence,1137,BIOCHEM,,3.546,henry.pdf,,,"xanthine stones are uncommon and may be associated with a genetic disorder with an absence of xanthine oxidase. laboratory tests used to investigate stone formers urine examinations 1. routine urinalysis, qualitative test for cystine, and urine culture. hematuria is a constant finding when stones are present, even when they are asymptomatic. proteinuria is usually not a feature of calculous disease, but with renal tubular damage there may be increased excretion of low- molecular-weight plasma proteins such as ß2-microglobulin, and some albumin. erythrocyte casts are usually not found, and other casts are unusual. leukocytes are increased when infection is present, and the reagent strip nitrite and leukocyte esterase may be elevated. multiple clusters of nonmalignant transitional cells may be found in urine of patients with calculous disease and may be helpful in the diagnosis of unsuspected calculi. twenty-four hour urine specimen: sodium, calcium, phosphorus, uric acid, oxalate, and creatinine clearance. supersaturation values from 24-hour urine collections have been shown to accurately reflect stone compositions ( asplin, 1998 ).",0.98
gout_risk,,,,condition:gout_risk,,gout_risk,Condition,,,,,,,,,
,,,,source:tietz_pdf,pdf_book,tietz.pdf,Source,,,,,,,,,
,,,interpretation,ev_biochem_005065_b75377c30c,,,Evidence,381,BIOCHEM,,3.546,tietz.pdf,,,"363 chapter 21 kidney function tests most commonly, proteinuria reflects albuminuria and it is suggested that urinary total protein measurement can be replaced by urine albumin measurement. strong evidence has linked increased urinary albumin loss to mortality and morbidity, including kidney disease progression, in people both with and without diabetes: albuminuria is generally held to be a more sensitive indicator of kidney disease than increased total protein loss.",0.98
,,,interpretation,ev_biochem_000027_bf54a461d3,,,Evidence,74,BIOCHEM,,3.546,henry.pdf,,,"long-term effects of exercise may increase ck, aldolase, ast, and ld values. chronic aerobic exercise is associated with lower plasma concentration of muscle enzymes such as ck, ast, alt and ldh. decreased levels of serum gonadotropin and sex steroid concentrations are seen in long-distance athletes while prolactin levels are elevated ( dufour, 2003 ). an individual's diet can greatly affect laboratory test results. glucose and triglycerides, absorbed from food, increase after eating ( dufour, 2003 ). after 48 hours of fasting, serum bilirubin concentrations may increase. fasting 72 hours decreases plasma glucose levels in healthy women to 45 mg/dl (2.5 mmol/l), while men show an increase in plasma triglycerides, glycerol, and free fatty acids, with no significant change in plasma cholesterol. when determining blood constituents such as glucose, triglycerides, cholesterol, and electrolytes, collection should be in the basal state ( garza, 1989 ). eating a meal, depending on fat content, may elevate plasma potassium, triglycerides, alkaline phosphatase and indoleacetic acid (5-hiaa).",0.98
,,,interpretation,ev_biochem_000030_f12bd8ac56,,,Evidence,75,BIOCHEM,,3.546,henry.pdf,,,"elevated high-density lipoprotein (hdl) cholesterol, -glutamyl transferase (ggt), urate, and mean corpuscular volume (mcv) have been associated with chronic alcohol abuse. serum concentrations of cholesterol, triglycerides, and apob lipoproteins are correlated with obesity. serum lactate dehydrogenase activity, cortisol production, and glucose increase in obesity. plasma insulin concentration is also increased, but glucose tolerance is impaired. in obese men, testosterone concentration is reduced ( young, 2001 ). tobacco smokers have high blood carboxyhemoglobin levels, plasma catecholamines, and serum cortisol. changes in these hormones often result in decreased numbers of eosinophils, while neutrophils, monocytes, and plasma fatty free acids increase. chronic effects of smoking lead to increased hemoglobin concentration, erythrocyte counts (rbcs), mcv, and increased leukocyte counts (wbc). increased plasma levels of lactate, insulin, epinephrine, growth hormone and urinary secretion of 5- hydroxyindoleacetic acid are also seen. vitamin b12 levels may be substantially decreased and have been reported to be inversely proportional to serum thiocyanate levels. immunoglobulins iga, igg and igm are lower in smokers and ige levels are higher.",0.98
,,,interpretation,ev_biochem_000751_d755929a53,,,Evidence,517,BIOCHEM,,3.546,henry.pdf,,,"the metabolic syndrome is associated with an increased risk of cardiovascular disease and of developing diabetes. the criteria defining the metabolic syndrome according to the third report of the national cholesterol education program expert panel on detection, evaluation and treatment of high blood cholesterol in adults are the presence of three or more of the following: (1) impaired fasting glucose, (2) blood pressure = 130/85 mmhg, (3) waist circumference > 102 cm in men and > 88 cm in women, (4) serum triglycerides = 150 mg/dl (1.695 mmol/l), and (5) hdl-cholesterol < 40 mg/dl (1.036 mmol/l) in men and < 50 mg/dl (1.295 mmol/l) in women. most commonly, these individuals are insulin resistant and have smaller, denser, more atherogenic ldl- cholesterol particles. the classification of diabetes was revised in 1997, and is shown in table 16-3 with recent minor modifications ( american diabetes association, 2004a ). the most common forms of diabetes are type 1",0.98
,,,interpretation,ev_biochem_001176_b2fbca24c5,,,Evidence,713,BIOCHEM,,3.316,henry.pdf,,,"on the other hand, if ast and alt are elevated but ld is only slightly elevated, this suggests damage to liver, which has a low ld/ast ratio. table 20-6 -- relative amounts of enzymes in various organs (relative to serum)[*] ast[†] alt ld ck liver 7000 3000 700 kidney 4500 1200 500 10 brain 1700 spleen 700 150 heart 8000 500 600 5000–8000 skeletal muscle 5000 300 700 20 000–30 000 smooth muscle 300–600 red cells 15 7 500 0 ast = aspartate transaminase; alt = alanine aminotransferase; ld = lactate dehydrogenase; ck = creatine kinase. * relative amount is calculated by dividing the activity of enzyme in tissue (in iu/kg of tissue) by the upper reference limit of plasma activity of the enzyme (in iu/l), assuming that 1 l of plasma = 1 kg. since the data are from multiple publications, the relative amounts between enzymes may be approximate, but the relative amount of a single enzyme in each tissue is accurate.",0.98
,,,interpretation,ev_biochem_001199_5d0a0647fd,,,Evidence,724,BIOCHEM,,3.306,henry.pdf,,,"if ld is markedly elevated, but ast, alt, and ck are normal or minimally increased, this suggests damage to cells such as red or white blood cells, kidney, lung, lymph nodes, or tumors. increases in both ck and ld, with greater increases in ast than alt, occur with cardiac or skeletal muscle injury. increases in ld are uncommon in liver disease, usually occurring only transiently with toxic or ischemic liver injury ( cassidy, 1994 ); in such cases, ast and alt are typically increased more than ld.",0.98
,,,cause,ev_biochem_000040_31457926e4,,,Evidence,79,BIOCHEM,,3.296,henry.pdf,,,"table 3-3 shows changes in serum concentration (or activities) of selected constituents due to lysis of erythrocytes. table 3-3 -- changes in serum concentration (or activities) of selected constituents due to lysis of erythrocytes (rbc) constituent ratio of concentration (or activity) in rbc to concentration (or activity) in serum change of concentration (or activity) in serum after lysis of 1% rbc, assuming a hematocrit of 0.50 (%) lactate dehydrogenase 160:1 +272.0 aspartate aminotransferase (ast) 40:1 +220.0 potassium 23:1 +24.4 alanine aminotransferase (alt) 6.7:1 +55.0 glucose 0.82:1 –5.0 inorganic phosphate 0.78:1 +9.1 sodium 0.11:1 –1.0 calcium 0.10:1 +2.9 modified from caraway wt, kammeyer cw: chemical interference by drug and other substances with clinical laboratory test procedures. clin chem acta 1972; 41:395; and laessig rh, hassermer dj, paskay ta, et al: the effects of 0.1 and 1.0 percent erythrocytes and hemolysis on serum chemistry values.",0.98
,,,cause,ev_biochem_001328_be0a7b43d3,,,Evidence,773,BIOCHEM,,3.276,henry.pdf,,,"perhaps the failure of the liver to clear aldosterone from the circulation results in the observed high levels of this hormone diagnostic laboratory findings for fulminant hepatic failure are rapid increases in serum levels of the aminotransferases to markedly elevated levels, such that ast, which can reach levels of over 20 000 iu/l, is at least 1.5 times greater in value than alt. while these enzymes rise in value, the total protein and albumin become markedly depressed. overall, this pattern resembles hepatitis and end-stage cirrhosis combined except that usually in acute hepatitis, save alcoholic hepatitis, ast and alt rise in a ratio of about 1:1 or in a ratio that favors alt. shortly after these patterns occur, serum ammonia increases rapidly, leading to encephalopathy. ld, alkaline phosphatase and bilirubin all increase markedly. all of the changes described previously occur over a period of about 1 week. after another week, the serum ast and alt return to low, sometimes undetectable, levels.",0.98
,,,interpretation,ev_biochem_004919_abf668dc69,,,Evidence,324,BIOCHEM,,3.546,tietz.pdf,,,"this reflects fluid positive acute phase response c-reactive protein (extreme) serum amyloid a (extreme) α1-acid glycoprotein α1-antitrypsin α1-antichymotrypsin antithrombin iii c3, c4, and c9 c1 inhibitor c4b-binding protein ceruloplasmin factor b ferritin fibrinogen haptoglobin hemopexin lipopolysaccharide-binding protein mannan-binding protein (lectin) plasminogen procalcitonin negative acute phase response albumin apolipoprotein a-i apolipoprotein b α2-hs glycoprotein insulin-like growth factor i prealbumin retinol-binding protein thyroxine-binding globulin transferrin box 18.1 acute phase response: changes in plasma protein concentrations data from craig, w. scarborough, me: foun- dation for blood research; gabay, c., kushner, i. acute- phase proteins and other systemic responses to inflammation. new england journal of medicine, 340, 448–454; and vollmer, t., piper, c., kleesiek, k., dreier, j. lipopolysaccharide-binding protein: a new biomarker for infectious endocarditis?",0.98
,,,interpretation,ev_biochem_006146_8a2b4b94c4,,,Evidence,688,BIOCHEM,,3.546,tietz.pdf,,,"diuretics diuretics are predominantly prescribed to treat either hyper- tension and/or disorders associated with fluid overload. all diuretics act by interfering with tubular reabsorption of sodium and/or chloride and therefore have accompanying effects on water retention. different classes of diuretics act at different sites along the nephron. classes include (1) loop, (2) thiazide, and (3) “potassium-sparing” diuretics. many diuret- ics will cause hypokalemia to some degree, depending on the (1) potency, (2) dose, (3) duration of treatment, and (4) patient’s underlying potassium balance. diabetes insipidus diabetes insipidus (di) is a disorder in which there is an abnormal increase in urine output, fluid intake, and often thirst.",0.98
,,,interpretation,ev_biochem_001359_ff87fef76c,,,Evidence,793,BIOCHEM,,3.546,henry.pdf,,,"in these patients, the electrolyte values would remain unchanged, whereas normal controls would show a decrease in sweat electrolytes. sodium concentrations in sweat tend to be slightly lower than those of chloride in patients with cystic fibrosis, but the reverse is true in normal subjects. sweat chloride concentrations of more than 60 mmol/l may be found in some patients with malnutrition, hyperhidrotic ectodermal dysplasia, nephrogenic diabetes insipidus, renal insufficiency, glucose-6-phosphatase deficiency, hypothyroidism, mucopolysaccharidosis, and fucosidosis. these disorders are usually easily differentiated from cystic fibrosis by their clinical symptoms. false-negative sweat test results have been seen in patients with cystic fibrosis in the presence of hypoproteinemic edema. sweat electrolytes in about half of a group of premenopausal adult women were shown to undergo cyclic fluctuation, reaching a peak chloride concentration most commonly 5-10 days prior to the onset of menses. men showed random fluctuations up to 70 meq/l. for this reason, interpretation of sweat electrolyte values in adults must be approached with caution.",0.98
,,,interpretation,ev_biochem_005749_ae54fa7a72,,,Evidence,582,BIOCHEM,,3.546,tietz.pdf,,,"toxic syndromes toxic syndromes (toxidromes) are clinical syndromes that are essential for the successful recognition of poisoning patterns and are a constellation of clinical signs and symp- toms that suggests a specific class of poisoning. the most table 31.1 antidote or specific treatment for intoxication toxin potential antidote/treatment acetaminophen n-acetylcysteine aluminum deferoxamine anticholinergics physostigmine arsenic dmsa, bal barbiturates multiple-dose oral activated char- coal, sodium bicarbonate benzodiazepines flumazenil β-adrenergic blockers calcium, glucagon, high-dose insulin calcium channel blockers calcium, glucagon, high-dose insulin carbamates atropine carbamazepine multiple-dose oral activated char- coal, extracorporeal techniques cardiac glycosides antidigoxin fab fragments carbon monoxide oxygen (normobaric or hyperbaric) copper d-penicillamine cyanide hydroxocobalamin, nitrites, thio- sulfate ethylene glycol fomepizole (4-methylpyrazole), ethanol, hemodialysis heparin protamine sulfate iron desferoxamine isoniazid pyridoxine lead edta, bal, dmsa, d-penicillamine mercury bal, dmsa, d-penicillamine methanol fomepizole (4-methylpyrazole) or ethanol, hemodialysis methemoglobin methylene blue, vitamin c methotrexate leucovorin opioids naloxone organophosphates atropine, pralidoxime sulfonylureas glucose, octreotide salicylates sodium bicarbonate, hemodialysis tricyclic antidepres- sants sodium bicarbonate theophylline multiple-dose oral activated char- coal, extracorporeal techniques tpa, streptokinase, urokinase aminocaproic acid warfarin phylloquinone (vitamin k1), plasma bal, dimercaprol; dmsa, 2,3-dimercaptosuccinic acid.",0.98
,,,interpretation,ev_biochem_006845_da6ad1299a,,,Evidence,883,BIOCHEM,,3.546,tietz.pdf,,,"conditions associated with hydramnios include (1) maternal diabetes mellitus, (2) severe rh isoimmune disease, (3) fetal esophageal atresia, (4) multifetal pregnancy, (5) anencephaly, and (6) spina bifida. composition early in gestation, the composition of the amniotic fluid resem- bles a complex dialysate of the maternal serum. as a fetus grows, the amniotic fluid changes in several ways (table 44.1). most notably, the sodium concentration and osmolality decrease and concentrations of urea, creatinine, and uric acid increase. the activities of many enzymes in amniotic fluid have been studied with respect to both gestational age and fetal status, but have not been found to be clinically useful. the major lipids of inter- est are the phospholipids (pl), whose type and concentrations reflect fetal lung maturity (flm) (discussed in more detail later). numerous steroid and protein hormones are also pres- ent in amniotic fluid. the rare syndrome of congenital adrenal hyperplasia (cah) has been diagnosed antenatally by measur- ing 17-hydroxyprogesterone and pregnanetriol in the amniotic fluid near term.",0.98
,,,interpretation,ev_biochem_000034_008a94ced4,,,Evidence,76,BIOCHEM,,3.546,henry.pdf,,,"the increase in cholesterol seen in postmenopausal women has been attributed to the decrease in estrogen levels. uric acid levels peak in men in their 20 s but do not peak in women until middle age. the elderly secrete less triiodothyronine, parathyroid hormone, aldosterone, and cortisol.",0.98
,,,interpretation,ev_biochem_000962_b8c2d0ecab,,,Evidence,588,BIOCHEM,,3.546,henry.pdf,,,"although cholesterol levels may be within the ‘normal’ range, treatment is often directed at ldl-c, because diabetes is viewed as a chd risk equivalent, and thus is associated with a lower than ‘normal’ target cholesterol value ( table 17-11 ). familial hypertriglyceridemia occurs along with other lipoprotein abnormalities as part of a number of familial hyperlipidemia syndromes. isolated hypertriglyceridemia (or type 4 hyperlipidemia) is a relatively common autosomal dominant disorder, affecting approximately 1:300 to 1:50 people in the us, depending upon the criteria used for diagnosis. the disorder usually presents in adulthood with fasting triglyceride levels in the 200-500 mg/dl range. the pathophysiology remains elusive, but vldl triglyceride production is increased in the setting of normal apob production, resulting in the formation of ‘fluffy,’ triglyceride-rich vldl particles.",0.98
,,,interpretation,ev_biochem_000992_ef3b3a084d,,,Evidence,599,BIOCHEM,,3.546,henry.pdf,,,"• the clinical laboratory also measures risk factors associated with the development and progression of chd. significant laboratory markers of risk include lipids (cholesterol, triglycerides, and specific lipoprotein fractions – see ch. 17 ), homocysteine (hcy), and c-reactive protein (crp). hcy is an amino acid that exacerbates thrombosis. crp is an inflammatory marker that appears to reflect the severity of chd and may contribute to its pathogenesis. • chd and other heart diseases can impair the heart's ability to pump blood, causing the clinical syndrome of heart failure (hf). b-type natriuretic peptide (bnp), a 32-amino-acid peptide secreted by the cardiac ventricles in response to wall-stretch stimuli, is a marker of the presence and severity of hf. bnp testing is particularly useful for aiding the differential diagnosis of patients who present to an emergency department with shortness of breath.",0.98
,,,interpretation,ev_biochem_005330_88ec6c0cbd,,,Evidence,433,BIOCHEM,,3.546,tietz.pdf,,,"high-density lipoprotein cholesterol the concentration of cholesterol associated with hdl is determined after the non-hdl lipoproteins are physically removed or effectively masked. traditionally, non-hdl lipoproteins—vldl, idl, lp(a), ldl, and chylomicrons—were precipitated with polyanions. polyanions react with positively charged groups on lipoproteins, and this interaction is further facilitated in the presence of diva- lent cations, such as magnesium, to create a precipitate. the pre- cipitate is removed by centrifuging for at least 45,000 g-minutes, and cholesterol is measured enzymatically in the supernatant. several polyanion-divalent cation combinations have been used, including (1) heparin sulfate–mncl2, (2) dextran sulfate–mgcl2, and (3) phosphotungstate-mgcl2. hdl-c assays are considered inaccurate in samples containing triglyceride concentrations greater than 400 mg/dl (4.52 mmol/l). direct hdl-c assays, also known as homogeneous assays, are most commonly used to measure hdl-c.",0.98
,,,interpretation,ev_biochem_005799_58f616b041,,,Evidence,610,BIOCHEM,,3.516,tietz.pdf,,,"clinical guide- lines published in 2006 suggest that patients with no signs or symptoms of osteomalacia or encephalopathy are likely to have serum al concentrations less than 20 μg/l (0.74 μmol/l) and intact parathyroid hormone (pth) concentrations of 150 to 300 ng/l (16.5 to 33 nmol/l), typical for secondary hyperparathyroidism associated with renal failure. patients with signs and symptoms of osteomalacia or encephalopa- thy typically have serum al concentrations greater than 60 μg/l (2.2 μmol/l) and pth concentrations less than 65 ng/l (7.15 nmol/l), indicative of al-related bone disease. patients with serum al concentrations greater than 20 and less than 60 μg/l (>0.7 and <2.2 μmol/l) were identified as candidates for likely onset of al-related bone disease. these patients required aggressive efforts to reduce their daily al exposure, including (1) switching from al-containing phosphate bind- ers to calcium-containing phosphate binders, (2) ensuring that dialysis water contains less than 10 μg/l (0.4 μmol/l) of al, and (3) ensuring that albumin used during postdialysis therapy is al-free.",0.98
,,,interpretation,ev_biochem_006568_c8bed9a9d2,,,Evidence,777,BIOCHEM,,3.516,tietz.pdf,,,"50 reference interval limit of detection hypoparathyroidism healthy primary hyperparathyroidism hypercalcemia associated with malignancy hypoparathyroidism healthy primary hyperparathyroidism hypercalcemia associated with malignancy midregion pth [pg/ml of hpth (44-68)] 100 150 200 500 midregion pth coexisting primary hyperparathyroidism and malignancy (serum creatinine ⫽ 2.6 mg/dl [230 µmol/l]) 650 582 a 50 reference interval limit of detection intact pth [pg/ml of hpth (1-84)] 100 150 200 500 intact pth coexisting primary hyperparathyroidism and malignancy 968 634 b fig. 39.6 parathyroid hormone (pth) in healthy individuals and patients with primary hyperparathyroidism, hypercalcemia-associated malignancy, and hypoparathyroidism. pth was measured with immunoassay for its mid-region (a) and for intact pth (b). endocrinol metab clin north am, 18, 611–629.) parathyroid hormone • several assays exist for the measurement of pth. cross reactivity with pth metabolites and standardization remains a current problem resulting in significant variation in values obtained particularly in ckd. • measurement of intact pth is pivotal in the differential diagnosis of calcium disorders. • surgical removal of the parathyroid glands is the common- est cause of hypoparathyroidism.",0.98
,,,interpretation,ev_biochem_006105_7278818e38,,,Evidence,680,BIOCHEM,,3.366,tietz.pdf,,,"low cholesterol is associated with increased mortality in dialysis patients, likely reflecting coin- cident inflammation and malnutrition (“reverse causality”). although there are no data to suggest that statins are of bene- fit in patients receiving dialysis, the study of heart and renal protection (sharp) evaluated the use of cholesterol lowering with simvastatin and ezetimibe in 9000 patients (including 3000 dialysis patients) and demonstrated significant reduc- tions in stroke and arterial revascularization in the treated patients followed for a median of 4.9 years. disturbances in calcium and phosphorus metabolism and bone disease in chronic kidney disease. bone disease as a consequence of ckd has long been recognized. as gfr declines, renal activation of vitamin d decreases and plasma phosphate concentration rises, resulting in reduced ionized calcium. 35.5 trends in (a) esrd incident cases, in thousands, and (b) adjusted* esrd incidence rate, per million/year, by primary cause of esrd, in the us population, 1980–2012. (from us renal data system, 2014 usrds annual data report.",0.98
,,,interpretation,ev_biochem_000942_fe4f8a3639,,,Evidence,579,BIOCHEM,,3.536,henry.pdf,,,"factors associated with a high triglyceride level include obesity, physical inactivity, cigarette smoking, excess alcohol intake, high carbohydrate diets (> 60% of energy intake), several diseases (e.g., type 2 diabetes, chronic renal failure, nephritic syndrome), certain drugs (e.g., corticosteroids, estrogens, retinoids, higher doses of ß-adrenergic blocking agents) and genetic disorders (familial combined hyperlipidemia, familial hypertriglyceridemia, and familial dysbetalipoproteinemia). in persons with elevated triglycerides, the primary aim of therapy is to achieve the target for ldl-c. in the fasting state most circulating triglyceride is in vldl remnant lipoproteins, so non-hdl cholesterol (tc - hdl cholesterol) can be used as a secondary target for therapy. non-hdl cholesterol includes all apob-containing lipoproteins, but in the fasting state provides a combined assessment of ldl-c and vldl-c. treatment plans for hypertriglyceridemia emphasize weight reduction and increased physical activity with borderline high elevations, but include ldl-lowering medications, and triglyceride-lowering drugs (nicotinic acid or fibrate) at higher levels. in rare patients with very high triglyceride levels (> 500 mg/dl) the initial aim of therapy is to prevent acute pancreatitis.",0.98
,,,interpretation,ev_biochem_005304_eabec7c6b1,,,Evidence,428,BIOCHEM,,3.316,tietz.pdf,,,"this is based on clinical evidence of existing chd or the presence of conditions that are closely associated with chd, such as (1) symptomatic carotid artery disease, (2) peripheral vascular disease, and (3) abdominal aortic aneurysm, which are called chd risk equivalents. risk assessment for chd is also based on the presence of known risk factors for chd, such as (1) hypertension, (2) smoking, and (3) family history (box 23.1). therapeutic lifestyle changes (box 23.2) serve as the cor- nerstone of therapy for lipid disorders. the concentration of ldl-c is used both to decide the most appropriate ther- apy and to monitor the effectiveness of treatment. adult ahdl cholesterol ≥60 mg/dl counts as a “negative” risk factor; its presence removes one risk factor from the total count. • diet • saturated fat <7% of calories, cholesterol <200 mg/day • consider increased viscous (soluble) fiber (10–25 g/day) and plant stanols/sterols (2 g/day) as therapeutic options to enhance ldl lowering • weight management • increased physical activity box 23.2 therapeutic lifestyle changes for the prevention of coronary heart disease modified from expert panel on detection, evaluation, and treatment of high blood cholesterol in adults.",0.98
,,,interpretation,ev_biochem_002991_00153d6959,,,Evidence,2086,BIOCHEM,,3.306,henry.pdf,,,"johnson wj, kyle ra, pineda aa, et al: treatment of renal failure associated with multiple myeloma. joos k, herzog r, einsele h, et al: characterization and functional analysis of granulocyte concentrates collected from donors after repeated g-csf stimulation. jovin is, taborski u, muller-berghaus g: comparing low-density lipoprotein apheresis procedures: difficulties and remedies.",0.98
